+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                            ;
+----------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                        ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:22:MoveBits:MUX2|g_Or     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:22:MoveBits:MUX2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:22:MoveBits:MUX2|g_And0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:22:MoveBits:MUX2|g_Invg   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:22:MoveBits:MUX2          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:21:MoveBits:MUX2|g_Or     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:21:MoveBits:MUX2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:21:MoveBits:MUX2|g_And0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:21:MoveBits:MUX2|g_Invg   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:21:MoveBits:MUX2          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:20:MoveBits:MUX2|g_Or     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:20:MoveBits:MUX2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:20:MoveBits:MUX2|g_And0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:20:MoveBits:MUX2|g_Invg   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:20:MoveBits:MUX2          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:19:MoveBits:MUX2|g_Or     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:19:MoveBits:MUX2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:19:MoveBits:MUX2|g_And0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:19:MoveBits:MUX2|g_Invg   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:19:MoveBits:MUX2          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:18:MoveBits:MUX2|g_Or     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:18:MoveBits:MUX2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:18:MoveBits:MUX2|g_And0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:18:MoveBits:MUX2|g_Invg   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:18:MoveBits:MUX2          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:17:MoveBits:MUX2|g_Or     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:17:MoveBits:MUX2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:17:MoveBits:MUX2|g_And0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:17:MoveBits:MUX2|g_Invg   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:17:MoveBits:MUX2          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:16:MoveBits:MUX2|g_Or     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:16:MoveBits:MUX2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:16:MoveBits:MUX2|g_And0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:16:MoveBits:MUX2|g_Invg   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:16:MoveBits:MUX2          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:15:MoveBits:MUX2|g_Or     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:15:MoveBits:MUX2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:15:MoveBits:MUX2|g_And0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:15:MoveBits:MUX2|g_Invg   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:15:MoveBits:MUX2          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:14:MoveBits:MUX2|g_Or     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:14:MoveBits:MUX2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:14:MoveBits:MUX2|g_And0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:14:MoveBits:MUX2|g_Invg   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:14:MoveBits:MUX2          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:13:MoveBits:MUX2|g_Or     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:13:MoveBits:MUX2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:13:MoveBits:MUX2|g_And0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:13:MoveBits:MUX2|g_Invg   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:13:MoveBits:MUX2          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:12:MoveBits:MUX2|g_Or     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:12:MoveBits:MUX2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:12:MoveBits:MUX2|g_And0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:12:MoveBits:MUX2|g_Invg   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:12:MoveBits:MUX2          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:11:MoveBits:MUX2|g_Or     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:11:MoveBits:MUX2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:11:MoveBits:MUX2|g_And0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:11:MoveBits:MUX2|g_Invg   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:11:MoveBits:MUX2          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:10:MoveBits:MUX2|g_Or     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:10:MoveBits:MUX2|g_And1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:10:MoveBits:MUX2|g_And0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:10:MoveBits:MUX2|g_Invg   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:10:MoveBits:MUX2          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:9:MoveBits:MUX2|g_Or      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:9:MoveBits:MUX2|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:9:MoveBits:MUX2|g_And0    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:9:MoveBits:MUX2|g_Invg    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:9:MoveBits:MUX2           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:8:MoveBits:MUX2|g_Or      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:8:MoveBits:MUX2|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:8:MoveBits:MUX2|g_And0    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:8:MoveBits:MUX2|g_Invg    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:8:MoveBits:MUX2           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:7:MoveBits:MUX2|g_Or      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:7:MoveBits:MUX2|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:7:MoveBits:MUX2|g_And0    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:7:MoveBits:MUX2|g_Invg    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:7:MoveBits:MUX2           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:6:MoveBits:MUX2|g_Or      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:6:MoveBits:MUX2|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:6:MoveBits:MUX2|g_And0    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:6:MoveBits:MUX2|g_Invg    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:6:MoveBits:MUX2           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:5:MoveBits:MUX2|g_Or      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:5:MoveBits:MUX2|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:5:MoveBits:MUX2|g_And0    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:5:MoveBits:MUX2|g_Invg    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:5:MoveBits:MUX2           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:4:MoveBits:MUX2|g_Or      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:4:MoveBits:MUX2|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:4:MoveBits:MUX2|g_And0    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:4:MoveBits:MUX2|g_Invg    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:4:MoveBits:MUX2           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:3:Padding:MUX1|g_Or       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:3:Padding:MUX1|g_And1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:3:Padding:MUX1|g_And0     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:3:Padding:MUX1|g_Invg     ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:3:Padding:MUX1            ; 3     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:2:Padding:MUX1|g_Or       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:2:Padding:MUX1|g_And1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:2:Padding:MUX1|g_And0     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:2:Padding:MUX1|g_Invg     ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:2:Padding:MUX1            ; 3     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:1:Padding:MUX1|g_Or       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_BarrelShifter|\leftShift_NBit_MUXby4:1:Padding:MUX1|g_And1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
